117.9 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 27397 40 3 1 1 2 1
78.4 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 25511 32 2 2 1 1 1
116.55 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 27697 45 3 2 1 2 1
78.4 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26404 32 2 1 1 1 1
131 2016 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 30535 45 3 2 1 2 1
88.74 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 27328 45 3 1 1 1 1
62 1995 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 12097 8 2 1 1 1 1
61.94 1995 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 14854 8 2 1 1 1 1
79.02 1995 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 13794 5 3 1 1 1 1
64 1995 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 17969 8 2 1 1 1 1
61.98 1995 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 22588 8 2 1 1 1 1
79 1995 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 21418 5 3 1 1 1 1
79.74 1995 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 20066 8 2 1 1 1 1
73.49 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 10886 18 1 1 1 1 1
106.93 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 15431 18 2 2 1 2 1
106.93 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 13935 18 2 2 1 2 1
73.49 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 10886 18 1 1 1 1 1
110 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 12667 18 2 2 1 2 1
88.12 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 12370 18 1 1 1 1 1
73.49 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 10886 18 1 2 1 1 1
73.49 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 10886 18 1 1 1 1 1
137 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 13066 18 4 2 1 2 0
73.49 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 9526 18 1 1 1 1 1
73 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 9959 18 1 1 1 1 1
